commontreeid,ownership,height,age,dbh,botanical_names,common_names,origin,region
ID_288,State,8.5,29,42.8,Pinus thunbergiana,Japanese black pine,"Modesto, CA",InlVal
ID_289,State,23,46,54.7,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_290,State,13.5,28,66,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_291,State,14,29,38.5,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_292,State,7,33,24.9,Lagerstroemia indica,common crapemyrtle,"Modesto, CA",InlVal
ID_293,State,6,41,21.2,Lagerstroemia indica,common crapemyrtle,"Modesto, CA",InlVal
ID_294,State,19.5,47,65.5,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_295,State,7.5,30,37.5,Ginkgo biloba,ginkgo,"Modesto, CA",InlVal
ID_296,State,8,10,10.5,Betula pendula,European white birch,"Modesto, CA",InlVal
ID_297,State,8,28,19.8,Betula pendula,European white birch,"Modesto, CA",InlVal
ID_298,State,3.6,18,6,Lagerstroemia indica,common crapemyrtle,"Modesto, CA",InlVal
ID_299,State,24,41,69.3,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_300,State,2.5,8,3,Ginkgo biloba,ginkgo,"Modesto, CA",InlVal
ID_301,State,6.5,18,33.5,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_302,State,18,28,52.8,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_303,State,5.5,39,15.7,Magnolia grandiflora,southern magnolia,"Modesto, CA",InlVal
ID_304,State,9,29,34.5,Pinus thunbergiana,Japanese black pine,"Modesto, CA",InlVal
ID_305,State,4.5,5,6.7,Pistacia chinensis,Chinese pistache,"Modesto, CA",InlVal
ID_306,State,20,62,103.8,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_307,State,14.5,28,60.5,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_308,State,13,28,41.2,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_309,State,22,49,60.4,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_310,State,18,48,71,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_311,State,13,28,38.1,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_312,State,13,28,48.4,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_313,State,11.5,48,59.2,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_314,State,22,38,84.4,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_315,State,15,28,52.7,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_316,State,20,48,67.5,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_317,State,6.5,6,11,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_318,State,28,48,101.2,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_319,State,10.5,29,27.5,Magnolia grandiflora,southern magnolia,"Modesto, CA",InlVal
ID_320,State,22,39,68.2,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_321,State,15.5,29,35.5,Liquidambar styraciflua,sweetgum,"Modesto, CA",InlVal
ID_322,State,22,29,82.5,Celtis sinensis,Chinese hackberry,"Modesto, CA",InlVal
ID_323,State,22,40,79.2,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_324,State,15,29,43.9,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_325,State,15,29,39.1,Pistacia chinensis,Chinese pistache,"Modesto, CA",InlVal
ID_326,State,15.5,28,36.6,Zelkova serrata,Japanese zelkova,"Modesto, CA",InlVal
ID_327,State,12.5,28,20.7,Betula pendula,European white birch,"Modesto, CA",InlVal
ID_328,State,17.5,28,50.5,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_329,State,11,10,19.6,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_330,State,19.5,28,50.8,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_331,State,5.5,13,10,Magnolia grandiflora,southern magnolia,"Modesto, CA",InlVal
ID_332,State,16,19,38.8,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_333,State,12,18,25.5,Betula pendula,European white birch,"Modesto, CA",InlVal
ID_334,State,8.5,13,12,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_335,State,17.5,29,53.2,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_336,State,13,6,13,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_337,State,18.5,28,59.2,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_338,State,4.5,4,3,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_339,State,13.5,29,50.7,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_340,State,3.9,9,6.1,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_341,State,13,7,11,Zelkova serrata,Japanese zelkova,"Modesto, CA",InlVal
ID_342,State,21,43,55.4,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_343,State,7,43,28.6,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_344,State,7,16,26.6,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_345,State,7.5,20,27.5,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_346,State,8,20,27.6,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_347,State,8,20,27.5,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_348,State,10,20,27.5,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_349,State,9,20,28,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_350,State,8,16,25.3,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_351,State,9.5,16,22.3,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_352,State,19.5,44,65.7,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_353,State,15.5,43,63,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_354,State,8.5,7,14.8,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_355,State,5.3,43,19.3,Lagerstroemia indica,common crapemyrtle,"Modesto, CA",InlVal
ID_356,State,7,28,22.2,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_357,State,8,37,27.6,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_358,State,8,37,29,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_359,State,11.5,37,31,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_360,State,10,31,26.9,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_361,State,11.5,16,19.1,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_362,State,16,44,61.8,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_363,State,3.5,5,3,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_364,State,25,67,119.9,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_365,State,17,19,47.8,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_366,State,19.5,73,63.4,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_367,State,21.5,23,43.8,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_368,State,22,29,52.9,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_369,State,17.5,28,58.4,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_370,State,4,48,17.6,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_371,State,20,28,60.9,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_372,State,29.5,48,85.5,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_373,State,29.5,49,102.6,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_374,State,15,29,48.6,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_375,State,13.5,24,33.9,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_376,State,25,48,86.8,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_377,State,13,39,46.9,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_378,State,8.5,33,24.9,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_379,State,4.7,48,17.8,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_380,State,4,5,6.7,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_381,State,15,25,63.8,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_382,State,16.5,35,37.6,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_383,State,14,35,42.5,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_384,State,20.5,35,55.2,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_385,State,26,48,88.9,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_386,State,19,26,38.1,Pinus thunbergiana,Japanese black pine,"Modesto, CA",InlVal
ID_387,State,13,26,33.5,Pinus thunbergiana,Japanese black pine,"Modesto, CA",InlVal
ID_388,State,8,25,25.2,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_389,State,10,26,34.3,Pinus thunbergiana,Japanese black pine,"Modesto, CA",InlVal
ID_390,State,9,36,24.2,Magnolia grandiflora,southern magnolia,"Modesto, CA",InlVal
ID_391,State,13.5,36,26,Magnolia grandiflora,southern magnolia,"Modesto, CA",InlVal
ID_392,State,12,26,30.9,Pistacia chinensis,Chinese pistache,"Modesto, CA",InlVal
ID_393,State,4.8,6,7.2,Pistacia chinensis,Chinese pistache,"Modesto, CA",InlVal
ID_394,State,10.5,20,20.4,Ginkgo biloba,ginkgo,"Modesto, CA",InlVal
ID_395,State,17,25,65.3,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_396,State,9,23,20.2,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_397,State,9,25,27.8,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_398,State,8.5,23,22.7,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_399,State,11.5,22,30.5,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_400,State,13,20,39.6,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_401,State,24.5,36,56,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_402,State,8.5,26,29.5,Pinus thunbergiana,Japanese black pine,"Modesto, CA",InlVal
ID_403,State,15.5,21,36.7,Betula pendula,European white birch,"Modesto, CA",InlVal
ID_404,State,3.2,6,4.9,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_405,State,15,29,35.7,Liquidambar styraciflua,sweetgum,"Modesto, CA",InlVal
ID_406,State,9.5,22,26.7,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_407,State,12,23,39.5,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_408,State,5,5,7.7,Zelkova serrata,Japanese zelkova,"Modesto, CA",InlVal
ID_409,State,10,28,41.4,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_410,State,14,24,37.5,Liquidambar styraciflua,sweetgum,"Modesto, CA",InlVal
ID_411,State,7,32,23.5,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_412,State,7.5,32,29.9,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_413,State,14,24,43.4,Liquidambar styraciflua,sweetgum,"Modesto, CA",InlVal
ID_414,State,9.5,33,51.2,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_415,State,10,27,37.8,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_416,State,12,27,33.8,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_417,State,18,24,52.3,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_418,State,13.5,26,56.5,Celtis sinensis,Chinese hackberry,"Modesto, CA",InlVal
ID_419,State,9.5,23,24.6,Pistacia chinensis,Chinese pistache,"Modesto, CA",InlVal
ID_420,State,13.5,21,48.8,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_421,State,15,26,34.3,Celtis sinensis,Chinese hackberry,"Modesto, CA",InlVal
ID_422,State,12.8,26,34.5,Celtis sinensis,Chinese hackberry,"Modesto, CA",InlVal
ID_423,State,16,26,51.8,Celtis sinensis,Chinese hackberry,"Modesto, CA",InlVal
ID_424,State,12.5,26,49.2,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_425,State,9.5,21,27,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_426,State,12.5,29,37.8,Magnolia grandiflora,southern magnolia,"Modesto, CA",InlVal
ID_427,State,2.9,18,5.5,Lagerstroemia indica,common crapemyrtle,"Modesto, CA",InlVal
ID_428,State,12,21,38.7,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_429,State,23,57,59,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_430,State,13.5,40,40.2,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_431,State,6,48,14.4,Lagerstroemia indica,common crapemyrtle,"Modesto, CA",InlVal
ID_432,State,12,39,44.2,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_433,State,11,13,17,Pyrus calleryana 'Bradford',Callery pear 'Bradford',"Modesto, CA",InlVal
ID_434,State,12,50,52,Pyrus calleryana 'Bradford',Callery pear 'Bradford',"Modesto, CA",InlVal
ID_435,State,13.5,55,90,Celtis sinensis,Chinese hackberry,"Modesto, CA",InlVal
ID_436,State,18,56,77,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_437,State,13.5,48,61.9,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_438,State,14,49,44.9,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_439,State,15,59,70.8,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_440,State,18.5,54,73.5,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_441,State,10.5,38,38.6,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_442,State,6,48,23.8,Lagerstroemia indica,common crapemyrtle,"Modesto, CA",InlVal
ID_443,State,15,43,55.8,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_444,State,12.5,43,50.3,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_445,State,13,25,39.2,Pinus thunbergiana,Japanese black pine,"Modesto, CA",InlVal
ID_446,State,7.5,8,17.5,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_447,State,10,24,32.9,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_448,State,11,44,38.3,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_449,State,10.5,17,37.4,Pyrus calleryana 'Bradford',Callery pear 'Bradford',"Modesto, CA",InlVal
ID_450,State,10.5,25,36.5,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_451,State,10.5,25,40.9,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_452,State,7,12,25.5,Pinus thunbergiana,Japanese black pine,"Modesto, CA",InlVal
ID_453,State,6,43,15.5,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_454,State,12.5,26,29.1,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_455,State,7.5,48,20,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_456,State,8.5,26,27.5,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_457,State,12,27,43.7,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_458,State,12.5,49,62.7,Magnolia grandiflora,southern magnolia,"Modesto, CA",InlVal
ID_459,State,6.5,6,15,Zelkova serrata,Japanese zelkova,"Modesto, CA",InlVal
ID_460,State,7.5,25,20.7,Pyrus calleryana 'Bradford',Callery pear 'Bradford',"Modesto, CA",InlVal
ID_461,State,13.5,25,63.1,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_462,State,13.5,26,42.7,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_463,State,8,11,19.5,Zelkova serrata,Japanese zelkova,"Modesto, CA",InlVal
ID_464,State,15.5,44,69.3,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_465,State,4,25,12,Lagerstroemia indica,common crapemyrtle,"Modesto, CA",InlVal
ID_466,State,5.2,12,8.9,Ginkgo biloba,ginkgo,"Modesto, CA",InlVal
ID_467,State,7.5,26,20,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_468,State,5,9,10.1,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_469,State,10.5,24,41,Pinus thunbergiana,Japanese black pine,"Modesto, CA",InlVal
ID_470,State,15.5,26,41.5,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_471,State,8.5,26,28.2,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_472,State,5,8,12.7,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_473,State,8,27,36.8,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_474,State,3.9,48,19.5,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_475,State,15.5,49,36,Pinus thunbergiana,Japanese black pine,"Modesto, CA",InlVal
ID_476,State,9.5,15,27.5,Pistacia chinensis,Chinese pistache,"Modesto, CA",InlVal
ID_477,State,8,39,57.8,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_478,State,12.5,38,62,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_479,State,12.5,38,58.1,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_480,State,10.5,38,30.6,Pyrus calleryana 'Bradford',Callery pear 'Bradford',"Modesto, CA",InlVal
ID_481,State,9,38,23.2,Pyrus calleryana 'Bradford',Callery pear 'Bradford',"Modesto, CA",InlVal
ID_482,State,8.5,38,29.5,Pyrus calleryana 'Bradford',Callery pear 'Bradford',"Modesto, CA",InlVal
ID_483,State,11.5,16,39.5,Pyrus calleryana 'Bradford',Callery pear 'Bradford',"Modesto, CA",InlVal
ID_484,State,13.5,17,22.8,Liquidambar styraciflua,sweetgum,"Modesto, CA",InlVal
ID_485,State,3,16,5,Lagerstroemia indica,common crapemyrtle,"Modesto, CA",InlVal
ID_486,State,10,16,17.4,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_487,State,14,16,51.2,Fraxinus angustifolia 'Raywood',Raywood ash,"Modesto, CA",InlVal
ID_488,State,9.5,14,18.3,Betula pendula,European white birch,"Modesto, CA",InlVal
ID_489,State,6,10,18.8,Zelkova serrata,Japanese zelkova,"Modesto, CA",InlVal
ID_490,State,11,16,29.2,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_491,State,11.5,17,22.3,Liquidambar styraciflua,sweetgum,"Modesto, CA",InlVal
ID_492,State,14,10,31.1,Fraxinus angustifolia 'Raywood',Raywood ash,"Modesto, CA",InlVal
ID_493,State,14,10,33,Fraxinus angustifolia 'Raywood',Raywood ash,"Modesto, CA",InlVal
ID_494,State,3.5,11,22.6,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_495,State,10,22,40.4,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_496,State,6.5,9,12.8,Pistacia chinensis,Chinese pistache,"Modesto, CA",InlVal
ID_497,State,9,34,26,Pistacia chinensis,Chinese pistache,"Modesto, CA",InlVal
ID_498,State,15,39,69.5,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_499,State,3,11,4.2,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_500,State,21,33,57.9,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_501,State,13.5,34,48.4,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_502,State,17,39,43.9,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_503,State,15,22,43.4,Fraxinus angustifolia 'Raywood',Raywood ash,"Modesto, CA",InlVal
ID_504,State,11,22,37.9,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_505,State,15,33,29.5,Betula pendula,European white birch,"Modesto, CA",InlVal
ID_506,State,11,34,29.3,Celtis sinensis,Chinese hackberry,"Modesto, CA",InlVal
ID_507,State,9.5,22,24.2,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_508,State,13,33,23.5,Betula pendula,European white birch,"Modesto, CA",InlVal
ID_509,State,8.5,22,24.9,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_510,State,12,29,32.4,Ginkgo biloba,ginkgo,"Modesto, CA",InlVal
ID_511,State,6,27,32.7,Prunus cerasifera,cherry plum,"Modesto, CA",InlVal
ID_512,State,12,12,30.6,Fraxinus angustifolia 'Raywood',Raywood ash,"Modesto, CA",InlVal
ID_513,State,16,33,58.5,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_514,State,15.5,36,47.1,Pistacia chinensis,Chinese pistache,"Modesto, CA",InlVal
ID_515,State,15,39,69.6,Cinnamomum camphora,camphor tree,"Modesto, CA",InlVal
ID_516,State,13,33,43,Gleditsia triacanthos,honeylocust,"Modesto, CA",InlVal
ID_517,State,9,9,23.6,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_518,State,11,33,39,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_519,State,12.5,33,44.7,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_520,State,12,33,41.2,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_521,State,11,33,45,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_522,State,11.5,33,37.3,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_523,State,10,33,36.7,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_524,State,12,33,42.3,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_525,State,4.5,7,8.8,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_526,State,7.5,33,22.5,Magnolia grandiflora,southern magnolia,"Modesto, CA",InlVal
ID_527,State,8,9,13.4,Fraxinus angustifolia 'Raywood',Raywood ash,"Modesto, CA",InlVal
ID_528,State,13.5,55,85,Celtis sinensis,Chinese hackberry,"Modesto, CA",InlVal
ID_529,State,12.5,33,38,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_530,State,12,33,39.6,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_531,State,10.5,21,16.4,Liquidambar styraciflua,sweetgum,"Modesto, CA",InlVal
ID_532,State,14,33,34.1,Liquidambar styraciflua,sweetgum,"Modesto, CA",InlVal
ID_533,State,13.5,33,40.8,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_534,State,18,38,59.6,Fraxinus velutina 'Modesto',Modesto ash,"Modesto, CA",InlVal
ID_535,State,24.5,33,56.7,Liquidambar styraciflua,sweetgum,"Modesto, CA",InlVal
ID_536,State,14.5,32,52.1,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_537,State,13.5,16,43.6,Fraxinus pennsylvanica 'Marshall',Marshall ash,"Modesto, CA",InlVal
ID_538,State,12.5,33,37.4,Magnolia grandiflora,southern magnolia,"Modesto, CA",InlVal
ID_539,State,23.5,48,99.6,Acer saccharinum,silver maple,"Modesto, CA",InlVal
ID_540,State,14,33,51.7,Koelreuteria paniculata,goldenrain tree,"Modesto, CA",InlVal
ID_541,State,11.5,28,44,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_542,State,12.5,33,46.7,Quercus ilex,holly oak,"Modesto, CA",InlVal
ID_543,State,14.5,28,44.4,Fraxinus holotricha,Moraine ash,"Modesto, CA",InlVal
ID_544,State,6,5,11.9,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_545,State,3,3,4.4,Fraxinus excelsior 'Hessei',Hesse ash,"Modesto, CA",InlVal
ID_546,State,3.3,11,7.3,Lagerstroemia indica,common crapemyrtle,"Modesto, CA",InlVal
ID_547,State,3.7,6,5.5,Zelkova serrata,Japanese zelkova,"Modesto, CA",InlVal
ID_548,State,7.5,9,17.5,Zelkova serrata,Japanese zelkova,"Modesto, CA",InlVal
ID_549,State,10,7,17.1,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_550,State,11,8,27.9,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
ID_551,State,8.5,8,10.4,Betula pendula,European white birch,"Modesto, CA",InlVal
ID_552,State,11.5,8,24.2,Platanus x acerifolia,London planetree,"Modesto, CA",InlVal
